timeframe,variant,symbol,side,entry_time,exit_time,entry_price,exit_price,initial_stop,final_stop,initial_risk_per_unit,net_r,bars_held,max_favorable_r,chandelier_active,chandelier_activation_time,chandelier_activation_price,ch_activate_r,ch_atr_mult,exit_reason,month
8h,8H_DONCHIAN_ACT4_ATR3,ACX/USDT,SHORT,2025-07-31 16:00:00+00:00,2025-08-08 16:00:00+00:00,0.1587,0.17650000000000002,0.17650000000000002,0.17650000000000002,0.01780000000000001,-1.0,24,0.6741573033707867,False,,,4.0,3.0,STOP_OR_TRAILING,2025-08
8h,8H_DONCHIAN_ACT4_ATR3,ACX/USDT,LONG,2025-08-09 00:00:00+00:00,2025-08-11 08:00:00+00:00,0.1925,0.1777142857142857,0.1777142857142857,0.1777142857142857,0.014785714285714291,-1.0,7,0.2705314009661837,False,,,4.0,3.0,STOP_OR_TRAILING,2025-08
8h,8H_DONCHIAN_ACT4_ATR3,ACX/USDT,SHORT,2025-08-19 00:00:00+00:00,2025-08-21 00:00:00+00:00,0.1668,0.18165714285714285,0.18165714285714285,0.18165714285714285,0.014857142857142847,-1.0,6,0.27596153846153815,False,,,4.0,3.0,STOP_OR_TRAILING,2025-08
8h,8H_DONCHIAN_ACT4_ATR3,ACX/USDT,SHORT,2025-08-29 00:00:00+00:00,2025-10-10 16:00:00+00:00,0.1576,0.07377857142857143,0.1724142857142857,0.07377857142857143,0.014814285714285697,5.658148505303767,128,7.3982642237222835,True,2025-10-10 16:00:00+00:00,0.0796,4.0,3.0,STOP_OR_TRAILING,2025-10
8h,8H_DONCHIAN_ACT4_ATR3,ACX/USDT,SHORT,2025-10-22 16:00:00+00:00,2026-02-06 16:00:00+00:00,0.0773,0.03823571428571429,0.08518571428571428,0.03823571428571429,0.007885714285714288,4.953804347826084,321,5.744565217391302,True,2026-01-25 16:00:00+00:00,0.0458,4.0,3.0,STOP_OR_TRAILING,2026-02
8h,8H_DONCHIAN_ACT4_ATR3,ACX/USDT,SHORT,2026-02-22 16:00:00+00:00,2026-03-11 08:00:00+00:00,0.0339,0.03668571428571429,0.03668571428571429,0.03668571428571429,0.002785714285714287,-1.0,50,1.0051282051282047,False,,,4.0,3.0,STOP_OR_TRAILING,2026-03
8h,8H_DONCHIAN_ACT4_ATR3,ACX/USDT,LONG,2026-04-17 08:00:00+00:00,2026-04-19 00:00:00+00:00,0.046,0.043742857142857146,0.043742857142857146,0.043742857142857146,0.0022571428571428534,-1.0,5,0.6202531645569623,False,,,4.0,3.0,STOP_OR_TRAILING,2026-04
8h,8H_DONCHIAN_ACT4_ATR3,ACX/USDT,LONG,2026-05-07 00:00:00+00:00,2026-05-10 00:00:00+00:00,0.0464,0.04448571428571428,0.04448571428571428,0.04448571428571428,0.0019142857142857156,-1.0,9,0.9402985074626875,False,,,4.0,3.0,STOP_OR_TRAILING,2026-05
8h,8H_DONCHIAN_ACT4_ATR3,ADX/USDT,LONG,2025-07-18 00:00:00+00:00,2025-07-29 16:00:00+00:00,0.1028,0.12462142857142856,0.09747142857142858,0.12462142857142856,0.005328571428571419,4.09517426273459,35,8.482573726541569,True,2025-07-26 08:00:00+00:00,0.1173,4.0,3.0,STOP_OR_TRAILING,2025-07
8h,8H_DONCHIAN_ACT4_ATR3,ADX/USDT,LONG,2025-08-08 08:00:00+00:00,2025-09-05 00:00:00+00:00,0.136,0.1262857142857143,0.1262857142857143,0.1262857142857143,0.009714285714285703,-1.0,83,1.9867647058823537,False,,,4.0,3.0,STOP_OR_TRAILING,2025-09
8h,8H_DONCHIAN_ACT4_ATR3,ADX/USDT,SHORT,2025-09-06 16:00:00+00:00,2025-09-08 08:00:00+00:00,0.1198,0.12728571428571428,0.12728571428571428,0.12728571428571428,0.007485714285714276,-1.0,5,0.026717557251909198,False,,,4.0,3.0,STOP_OR_TRAILING,2025-09
8h,8H_DONCHIAN_ACT4_ATR3,ADX/USDT,SHORT,2025-09-15 00:00:00+00:00,2025-10-09 08:00:00+00:00,0.1244,0.10815,0.13,0.10815,0.005600000000000008,2.9017857142857104,73,4.2857142857142785,True,2025-10-08 00:00:00+00:00,0.1021,4.0,3.0,STOP_OR_TRAILING,2025-10
8h,8H_DONCHIAN_ACT4_ATR3,ADX/USDT,SHORT,2025-10-10 16:00:00+00:00,2025-10-11 08:00:00+00:00,0.0926,0.10754285714285713,0.10754285714285713,0.10754285714285713,0.014942857142857133,-1.0,2,0.25430210325047803,False,,,4.0,3.0,STOP_OR_TRAILING,2025-10
8h,8H_DONCHIAN_ACT4_ATR3,ADX/USDT,SHORT,2025-10-22 16:00:00+00:00,2025-10-25 00:00:00+00:00,0.0896,0.09631428571428571,0.09631428571428571,0.09631428571428571,0.006714285714285714,-1.0,7,0.0,False,,,4.0,3.0,STOP_OR_TRAILING,2025-10
8h,8H_DONCHIAN_ACT4_ATR3,ADX/USDT,LONG,2025-10-26 16:00:00+00:00,2025-10-30 08:00:00+00:00,0.111,0.12646428571428572,0.10331428571428572,0.12646428571428572,0.007685714285714282,2.012081784386619,11,5.985130111524167,True,2025-10-30 08:00:00+00:00,0.1366,4.0,3.0,STOP_OR_TRAILING,2025-10
8h,8H_DONCHIAN_ACT4_ATR3,ADX/USDT,SHORT,2025-11-21 00:00:00+00:00,2026-02-06 16:00:00+00:00,0.1121,0.08147857142857143,0.1224857142857143,0.08147857142857143,0.01038571428571429,2.9484181568088026,233,4.01513067400275,True,2026-02-06 00:00:00+00:00,0.0768,4.0,3.0,STOP_OR_TRAILING,2026-02
8h,8H_DONCHIAN_ACT4_ATR3,ADX/USDT,SHORT,2026-02-22 08:00:00+00:00,2026-04-02 16:00:00+00:00,0.0747,0.0783857142857143,0.0783857142857143,0.0783857142857143,0.003685714285714292,-1.0,118,3.3643410852713123,False,,,4.0,3.0,STOP_OR_TRAILING,2026-04
8h,8H_DONCHIAN_ACT4_ATR3,ADX/USDT,LONG,2026-04-11 16:00:00+00:00,2026-04-13 00:00:00+00:00,0.0786,0.07462857142857143,0.07462857142857143,0.07462857142857143,0.00397142857142857,-1.0,4,0.05035971223021379,False,,,4.0,3.0,STOP_OR_TRAILING,2026-04
8h,8H_DONCHIAN_ACT4_ATR3,ADX/USDT,LONG,2026-04-17 08:00:00+00:00,2026-04-20 08:00:00+00:00,0.081,0.07632857142857144,0.07632857142857144,0.07632857142857144,0.0046714285714285625,-1.0,9,1.4128440366972492,False,,,4.0,3.0,STOP_OR_TRAILING,2026-04
8h,8H_DONCHIAN_ACT4_ATR3,ADX/USDT,SHORT,2026-04-27 00:00:00+00:00,2026-05-03 16:00:00+00:00,0.0728,0.0765,0.0765,0.0765,0.003699999999999995,-1.0,20,0.4324324324324342,False,,,4.0,3.0,STOP_OR_TRAILING,2026-05
8h,8H_DONCHIAN_ACT4_ATR3,AEVO/USDT,SHORT,2025-07-31 16:00:00+00:00,2025-08-09 08:00:00+00:00,0.0936,0.10521428571428572,0.10521428571428572,0.10521428571428572,0.011614285714285716,-1.0,26,0.6715867158671587,False,,,4.0,3.0,STOP_OR_TRAILING,2025-08
8h,8H_DONCHIAN_ACT4_ATR3,AEVO/USDT,LONG,2025-08-13 16:00:00+00:00,2025-08-14 08:00:00+00:00,0.1094,0.10042857142857142,0.10042857142857142,0.10042857142857142,0.008971428571428575,-1.0,2,0.1783439490445864,False,,,4.0,3.0,STOP_OR_TRAILING,2025-08
8h,8H_DONCHIAN_ACT4_ATR3,AEVO/USDT,SHORT,2025-08-19 16:00:00+00:00,2025-08-22 16:00:00+00:00,0.0914,0.09932857142857143,0.09932857142857143,0.09932857142857143,0.007928571428571438,-1.0,9,0.3783783783783765,False,,,4.0,3.0,STOP_OR_TRAILING,2025-08
8h,8H_DONCHIAN_ACT4_ATR3,AEVO/USDT,LONG,2025-08-23 16:00:00+00:00,2025-08-25 00:00:00+00:00,0.1053,0.09657142857142859,0.09657142857142859,0.09657142857142859,0.008728571428571419,-1.0,4,0.12602291325695478,False,,,4.0,3.0,STOP_OR_TRAILING,2025-08
8h,8H_DONCHIAN_ACT4_ATR3,AEVO/USDT,SHORT,2025-09-01 16:00:00+00:00,2025-09-09 00:00:00+00:00,0.0856,0.09205714285714285,0.09205714285714285,0.09205714285714285,0.006457142857142856,-1.0,22,0.340707964601769,False,,,4.0,3.0,STOP_OR_TRAILING,2025-09
8h,8H_DONCHIAN_ACT4_ATR3,AEVO/USDT,LONG,2025-09-20 08:00:00+00:00,2025-09-21 16:00:00+00:00,0.1072,0.12372142857142858,0.09731428571428571,0.12372142857142858,0.00988571428571429,1.6712427745664737,4,4.673410404624276,True,2025-09-21 16:00:00+00:00,0.1242,4.0,3.0,STOP_OR_TRAILING,2025-09
8h,8H_DONCHIAN_ACT4_ATR3,AEVO/USDT,SHORT,2025-10-07 08:00:00+00:00,2025-10-10 16:00:00+00:00,0.1014,0.04808571428571429,0.11205714285714286,0.04808571428571429,0.010657142857142851,5.002680965147456,10,7.853887399463811,True,2025-10-10 16:00:00+00:00,0.0654,4.0,3.0,STOP_OR_TRAILING,2025-10
8h,8H_DONCHIAN_ACT4_ATR3,AEVO/USDT,SHORT,2025-10-30 08:00:00+00:00,2025-11-10 08:00:00+00:00,0.0565,0.0626142857142857,0.0626142857142857,0.0626142857142857,0.006114285714285704,-1.0,33,1.5864485981308438,False,,,4.0,3.0,STOP_OR_TRAILING,2025-11
8h,8H_DONCHIAN_ACT4_ATR3,AEVO/USDT,SHORT,2025-11-16 08:00:00+00:00,2025-11-20 08:00:00+00:00,0.0519,0.05785714285714286,0.05785714285714286,0.05785714285714286,0.005957142857142855,-1.0,12,0.4196642685851324,False,,,4.0,3.0,STOP_OR_TRAILING,2025-11
8h,8H_DONCHIAN_ACT4_ATR3,AEVO/USDT,SHORT,2025-11-29 16:00:00+00:00,2025-12-10 08:00:00+00:00,0.0456,0.04892857142857143,0.04892857142857143,0.04892857142857143,0.0033285714285714307,-1.0,32,1.5021459227467815,False,,,4.0,3.0,STOP_OR_TRAILING,2025-12
8h,8H_DONCHIAN_ACT4_ATR3,AEVO/USDT,SHORT,2025-12-12 08:00:00+00:00,2026-01-13 16:00:00+00:00,0.0409,0.04814285714285714,0.04814285714285714,0.04814285714285714,0.007242857142857141,-1.0,97,1.1321499013806708,False,,,4.0,3.0,STOP_OR_TRAILING,2026-01
8h,8H_DONCHIAN_ACT4_ATR3,AEVO/USDT,SHORT,2026-01-29 00:00:00+00:00,2026-02-14 08:00:00+00:00,0.0346,0.027707142857142857,0.03702857142857143,0.027707142857142857,0.0024285714285714327,2.838235294117642,49,4.117647058823522,True,2026-02-11 08:00:00+00:00,0.0252,4.0,3.0,STOP_OR_TRAILING,2026-02
8h,8H_DONCHIAN_ACT4_ATR3,AEVO/USDT,SHORT,2026-02-22 08:00:00+00:00,2026-03-15 16:00:00+00:00,0.0247,0.026514285714285712,0.026514285714285712,0.026514285714285712,0.0018142857142857127,-1.0,64,1.7637795275590575,False,,,4.0,3.0,STOP_OR_TRAILING,2026-03
8h,8H_DONCHIAN_ACT4_ATR3,AEVO/USDT,SHORT,2026-03-21 16:00:00+00:00,2026-04-03 08:00:00+00:00,0.0244,0.025985714285714286,0.025985714285714286,0.025985714285714286,0.001585714285714284,-1.0,38,2.522522522522525,False,,,4.0,3.0,STOP_OR_TRAILING,2026-04
8h,8H_DONCHIAN_ACT4_ATR3,AEVO/USDT,SHORT,2026-04-13 00:00:00+00:00,2026-04-15 08:00:00+00:00,0.0224,0.023657142857142856,0.023657142857142856,0.023657142857142856,0.001257142857142856,-1.0,7,0.15909090909090828,False,,,4.0,3.0,STOP_OR_TRAILING,2026-04
8h,8H_DONCHIAN_ACT4_ATR3,AEVO/USDT,LONG,2026-04-16 16:00:00+00:00,2026-04-19 00:00:00+00:00,0.0265,0.02492857142857143,0.02492857142857143,0.02492857142857143,0.0015714285714285708,-1.0,7,1.2727272727272743,False,,,4.0,3.0,STOP_OR_TRAILING,2026-04
8h,8H_DONCHIAN_ACT4_ATR3,AEVO/USDT,LONG,2026-05-06 00:00:00+00:00,2026-05-15 08:00:00+00:00,0.0293,0.027714285714285712,0.027714285714285712,0.027714285714285712,0.0015857142857142875,-1.0,28,2.5855855855855823,False,,,4.0,3.0,STOP_OR_TRAILING,2026-05
8h,8H_DONCHIAN_ACT4_ATR3,AGLD/USDT,LONG,2025-07-21 00:00:00+00:00,2025-07-23 08:00:00+00:00,0.896,0.8241428571428572,0.8241428571428572,0.8241428571428572,0.07185714285714284,-1.0,7,0.347912524850895,False,,,4.0,3.0,STOP_OR_TRAILING,2025-07
8h,8H_DONCHIAN_ACT4_ATR3,AGLD/USDT,SHORT,2025-07-28 16:00:00+00:00,2025-10-10 16:00:00+00:00,0.736,0.2414285714285714,0.789,0.2414285714285714,0.05300000000000005,9.331536388140153,222,11.99999999999999,True,2025-10-10 16:00:00+00:00,0.418,4.0,3.0,STOP_OR_TRAILING,2025-10
8h,8H_DONCHIAN_ACT4_ATR3,AGLD/USDT,SHORT,2025-10-30 08:00:00+00:00,2025-11-08 16:00:00+00:00,0.36,0.3994285714285714,0.3994285714285714,0.3994285714285714,0.039428571428571424,-1.0,28,1.6485507246376814,False,,,4.0,3.0,STOP_OR_TRAILING,2025-11
8h,8H_DONCHIAN_ACT4_ATR3,AGLD/USDT,SHORT,2025-11-21 00:00:00+00:00,2025-12-09 16:00:00+00:00,0.28,0.3125714285714286,0.3125714285714286,0.3125714285714286,0.032571428571428584,-1.0,56,0.6754385964912284,False,,,4.0,3.0,STOP_OR_TRAILING,2025-12
8h,8H_DONCHIAN_ACT4_ATR3,AGLD/USDT,SHORT,2025-12-12 08:00:00+00:00,2026-01-05 16:00:00+00:00,0.272,0.2982857142857143,0.2982857142857143,0.2982857142857143,0.0262857142857143,-1.0,73,1.7499999999999996,False,,,4.0,3.0,STOP_OR_TRAILING,2026-01
8h,8H_DONCHIAN_ACT4_ATR3,AGLD/USDT,LONG,2026-01-25 08:00:00+00:00,2026-01-26 00:00:00+00:00,0.342,0.29600000000000004,0.29600000000000004,0.29600000000000004,0.045999999999999985,-1.0,2,0.0652173913043467,False,,,4.0,3.0,STOP_OR_TRAILING,2026-01
8h,8H_DONCHIAN_ACT4_ATR3,AGLD/USDT,SHORT,2026-01-29 00:00:00+00:00,2026-02-22 08:00:00+00:00,0.274,0.32257142857142856,0.32257142857142856,0.32257142857142856,0.04857142857142854,-1.0,73,2.1617647058823546,False,,,4.0,3.0,STOP_OR_TRAILING,2026-02
8h,8H_DONCHIAN_ACT4_ATR3,AGLD/USDT,LONG,2026-02-23 00:00:00+00:00,2026-02-23 08:00:00+00:00,0.424,0.35957142857142854,0.35957142857142854,0.35957142857142854,0.06442857142857145,-1.0,1,0.062084257206208464,False,,,4.0,3.0,STOP_OR_TRAILING,2026-02
8h,8H_DONCHIAN_ACT4_ATR3,AGLD/USDT,SHORT,2026-02-28 08:00:00+00:00,2026-03-05 08:00:00+00:00,0.228,0.2757142857142857,0.2757142857142857,0.2757142857142857,0.04771428571428568,-1.0,15,0.4191616766467072,False,,,4.0,3.0,STOP_OR_TRAILING,2026-03
8h,8H_DONCHIAN_ACT4_ATR3,AGLD/USDT,LONG,2026-04-08 00:00:00+00:00,2026-05-16 00:00:00+00:00,0.252,0.23385714285714287,0.23385714285714287,0.23385714285714287,0.018142857142857127,-1.0,114,2.645669291338584,False,,,4.0,3.0,STOP_OR_TRAILING,2026-05
8h,8H_DONCHIAN_ACT4_ATR3,AGLD/USDT,SHORT,2026-05-17 16:00:00+00:00,2026-05-22 08:00:00+00:00,0.23,0.24842857142857144,0.24842857142857144,0.24842857142857144,0.018428571428571433,-1.0,14,0.1627906976744187,False,,,4.0,3.0,STOP_OR_TRAILING,2026-05
8h,8H_DONCHIAN_ACT4_ATR3,AI/USDT,SHORT,2025-08-01 00:00:00+00:00,2025-08-09 00:00:00+00:00,0.1209,0.13654285714285713,0.13654285714285713,0.13654285714285713,0.01564285714285714,-1.0,24,0.5817351598173516,False,,,4.0,3.0,STOP_OR_TRAILING,2025-08
8h,8H_DONCHIAN_ACT4_ATR3,AI/USDT,SHORT,2025-08-19 00:00:00+00:00,2025-08-22 16:00:00+00:00,0.1164,0.12574285714285716,0.12574285714285716,0.12574285714285716,0.009342857142857153,-1.0,11,0.5565749235474011,False,,,4.0,3.0,STOP_OR_TRAILING,2025-08
8h,8H_DONCHIAN_ACT4_ATR3,AI/USDT,LONG,2025-09-01 00:00:00+00:00,2025-09-01 16:00:00+00:00,0.1384,0.12334285714285714,0.12334285714285714,0.12334285714285714,0.015057142857142852,-1.0,2,0.026565464895636444,False,,,4.0,3.0,STOP_OR_TRAILING,2025-09
8h,8H_DONCHIAN_ACT4_ATR3,AI/USDT,LONG,2025-09-08 16:00:00+00:00,2025-09-09 08:00:00+00:00,0.1474,0.16353571428571428,0.13525714285714285,0.16353571428571428,0.01214285714285715,1.3288235294117636,2,4.125882352941175,True,2025-09-09 08:00:00+00:00,0.1501,4.0,3.0,STOP_OR_TRAILING,2025-09
8h,8H_DONCHIAN_ACT4_ATR3,AI/USDT,SHORT,2025-09-25 08:00:00+00:00,2025-10-07 08:00:00+00:00,0.1174,0.13117142857142858,0.13117142857142858,0.13117142857142858,0.013771428571428573,-1.0,36,0.4502074688796688,False,,,4.0,3.0,STOP_OR_TRAILING,2025-10
8h,8H_DONCHIAN_ACT4_ATR3,AIXBT/USDT,LONG,2025-07-17 08:00:00+00:00,2025-07-23 16:00:00+00:00,0.1773,0.15494285714285716,0.15494285714285716,0.15494285714285716,0.022357142857142853,-1.0,19,0.32651757188498287,False,,,4.0,3.0,STOP_OR_TRAILING,2025-07
8h,8H_DONCHIAN_ACT4_ATR3,AIXBT/USDT,SHORT,2025-08-01 00:00:00+00:00,2025-08-09 16:00:00+00:00,0.1214,0.1361,0.1361,0.1361,0.014700000000000005,-1.0,26,0.7551020408163261,False,,,4.0,3.0,STOP_OR_TRAILING,2025-08
8h,8H_DONCHIAN_ACT4_ATR3,AIXBT/USDT,LONG,2025-08-10 16:00:00+00:00,2025-08-11 08:00:00+00:00,0.1414,0.12831428571428571,0.12831428571428571,0.12831428571428571,0.013085714285714284,-1.0,2,0.14519650655021935,False,,,4.0,3.0,STOP_OR_TRAILING,2025-08
8h,8H_DONCHIAN_ACT4_ATR3,AIXBT/USDT,SHORT,2025-08-14 08:00:00+00:00,2025-10-10 16:00:00+00:00,0.1204,0.04251428571428571,0.13594285714285714,0.04251428571428571,0.01554285714285715,5.011029411764703,172,6.916360294117644,True,2025-10-10 16:00:00+00:00,0.0591,4.0,3.0,STOP_OR_TRAILING,2025-10
8h,8H_DONCHIAN_ACT4_ATR3,AIXBT/USDT,SHORT,2025-10-22 16:00:00+00:00,2025-10-24 16:00:00+00:00,0.0524,0.05871428571428571,0.05871428571428571,0.05871428571428571,0.00631428571428571,-1.0,6,0.03167420814479621,False,,,4.0,3.0,STOP_OR_TRAILING,2025-10
8h,8H_DONCHIAN_ACT4_ATR3,AIXBT/USDT,SHORT,2025-11-13 16:00:00+00:00,2025-12-18 08:00:00+00:00,0.0571,0.03155714285714286,0.06455714285714285,0.03155714285714286,0.007457142857142857,3.4252873563218387,104,4.063218390804598,True,2025-12-18 00:00:00+00:00,0.0274,4.0,3.0,STOP_OR_TRAILING,2025-12
8h,8H_DONCHIAN_ACT4_ATR3,AIXBT/USDT,SHORT,2025-12-18 16:00:00+00:00,2025-12-20 16:00:00+00:00,0.0264,0.03138571428571429,0.03138571428571429,0.03138571428571429,0.004985714285714288,-1.0,6,0.08022922636103169,False,,,4.0,3.0,STOP_OR_TRAILING,2025-12
8h,8H_DONCHIAN_ACT4_ATR3,AIXBT/USDT,LONG,2026-01-01 16:00:00+00:00,2026-01-08 08:00:00+00:00,0.0401,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.0043857142857142845,-1.0,20,1.2768729641693817,False,,,4.0,3.0,STOP_OR_TRAILING,2026-01
8h,8H_DONCHIAN_ACT4_ATR3,AIXBT/USDT,SHORT,2026-01-15 16:00:00+00:00,2026-02-12 00:00:00+00:00,0.0342,0.020271428571428572,0.03785714285714286,0.020271428571428572,0.003657142857142859,3.8085937499999982,82,4.511718749999998,True,2026-02-06 00:00:00+00:00,0.0199,4.0,3.0,STOP_OR_TRAILING,2026-02
8h,8H_DONCHIAN_ACT4_ATR3,AIXBT/USDT,SHORT,2026-02-22 08:00:00+00:00,2026-02-25 16:00:00+00:00,0.0192,0.020728571428571426,0.020728571428571426,0.020728571428571426,0.0015285714285714277,-1.0,10,0.9158878504672892,False,,,4.0,3.0,STOP_OR_TRAILING,2026-02
8h,8H_DONCHIAN_ACT4_ATR3,AIXBT/USDT,LONG,2026-03-03 00:00:00+00:00,2026-04-02 08:00:00+00:00,0.0252,0.021242857142857143,0.021242857142857143,0.021242857142857143,0.003957142857142857,-1.0,91,1.9711191335740077,False,,,4.0,3.0,STOP_OR_TRAILING,2026-04
8h,8H_DONCHIAN_ACT4_ATR3,AIXBT/USDT,LONG,2026-04-16 00:00:00+00:00,2026-04-18 16:00:00+00:00,0.0299,0.02677142857142857,0.02677142857142857,0.02677142857142857,0.0031285714285714285,-1.0,8,1.2465753424657526,False,,,4.0,3.0,STOP_OR_TRAILING,2026-04
8h,8H_DONCHIAN_ACT4_ATR3,AIXBT/USDT,LONG,2026-04-30 00:00:00+00:00,2026-05-23 00:00:00+00:00,0.0305,0.0276,0.0276,0.0276,0.0029,-1.0,69,2.7586206896551726,False,,,4.0,3.0,STOP_OR_TRAILING,2026-05
8h,8H_DONCHIAN_ACT4_ATR3,ALCX/USDT,LONG,2025-07-17 00:00:00+00:00,2025-08-01 08:00:00+00:00,9.4,8.838571428571429,8.838571428571429,8.838571428571429,0.5614285714285714,-1.0,46,2.1374045801526704,False,,,4.0,3.0,STOP_OR_TRAILING,2025-08
8h,8H_DONCHIAN_ACT4_ATR3,ALCX/USDT,SHORT,2025-08-02 08:00:00+00:00,2025-08-08 00:00:00+00:00,8.65,9.47,9.47,9.47,0.8200000000000003,-1.0,17,0.2804878048780492,False,,,4.0,3.0,STOP_OR_TRAILING,2025-08
8h,8H_DONCHIAN_ACT4_ATR3,ALCX/USDT,LONG,2025-08-09 00:00:00+00:00,2025-09-01 00:00:00+00:00,10.21,9.562857142857144,9.562857142857144,9.562857142857144,0.6471428571428568,-1.0,69,1.6688741721854288,False,,,4.0,3.0,STOP_OR_TRAILING,2025-09
8h,8H_DONCHIAN_ACT4_ATR3,ALCX/USDT,SHORT,2025-09-01 08:00:00+00:00,2025-09-13 00:00:00+00:00,9.43,10.187142857142856,10.187142857142856,10.187142857142856,0.7571428571428562,-1.0,35,0.3962264150943387,False,,,4.0,3.0,STOP_OR_TRAILING,2025-09
8h,8H_DONCHIAN_ACT4_ATR3,ALCX/USDT,SHORT,2025-09-21 08:00:00+00:00,2025-10-10 16:00:00+00:00,9.26,6.402142857142858,9.745714285714286,6.402142857142858,0.48571428571428577,5.883823529411763,58,9.038235294117646,True,2025-10-10 16:00:00+00:00,7.25,4.0,3.0,STOP_OR_TRAILING,2025-10
8h,8H_DONCHIAN_ACT4_ATR3,ALCX/USDT,SHORT,2025-10-28 16:00:00+00:00,2025-11-05 08:00:00+00:00,7.37,7.828571428571429,7.828571428571429,7.828571428571429,0.4585714285714291,-1.0,23,2.7258566978193115,False,,,4.0,3.0,STOP_OR_TRAILING,2025-11
8h,8H_DONCHIAN_ACT4_ATR3,ALCX/USDT,LONG,2025-11-06 00:00:00+00:00,2025-11-06 08:00:00+00:00,16.22,13.142857142857142,13.142857142857142,13.142857142857142,3.0771428571428565,-1.0,1,0.14298978644382587,False,,,4.0,3.0,STOP_OR_TRAILING,2025-11
8h,8H_DONCHIAN_ACT4_ATR3,ALCX/USDT,SHORT,2025-11-20 16:00:00+00:00,2025-11-21 08:00:00+00:00,9.57,11.665714285714287,11.665714285714287,11.665714285714287,2.095714285714287,-1.0,2,0.14314928425357898,False,,,4.0,3.0,STOP_OR_TRAILING,2025-11
8h,8H_DONCHIAN_ACT4_ATR3,ALCX/USDT,SHORT,2025-12-11 00:00:00+00:00,2026-01-27 16:00:00+00:00,9.28,7.15,9.964285714285714,7.15,0.6842857142857142,3.1127348643006254,143,4.077244258872651,True,2026-01-25 16:00:00+00:00,6.58,4.0,3.0,STOP_OR_TRAILING,2026-01
8h,8H_DONCHIAN_ACT4_ATR3,ALCX/USDT,SHORT,2026-01-29 08:00:00+00:00,2026-03-07 08:00:00+00:00,6.41,7.082857142857143,7.082857142857143,7.082857142857143,0.6728571428571426,-1.0,111,3.2399150743099794,False,,,4.0,3.0,STOP_OR_TRAILING,2026-03
8h,8H_DONCHIAN_ACT4_ATR3,ALCX/USDT,SHORT,2026-03-18 08:00:00+00:00,2026-03-21 08:00:00+00:00,4.8,5.147142857142857,5.147142857142857,5.147142857142857,0.347142857142857,-1.0,9,0.5473251028806573,False,,,4.0,3.0,STOP_OR_TRAILING,2026-03
8h,8H_DONCHIAN_ACT4_ATR3,ALCX/USDT,SHORT,2026-04-29 16:00:00+00:00,2026-04-30 00:00:00+00:00,5.05,5.327142857142857,5.327142857142857,5.327142857142857,0.2771428571428576,-1.0,1,0.07216494845360659,False,,,4.0,3.0,STOP_OR_TRAILING,2026-04
8h,8H_DONCHIAN_ACT4_ATR3,ALCX/USDT,LONG,2026-05-06 16:00:00+00:00,2026-05-08 08:00:00+00:00,5.6,5.404285714285713,5.404285714285713,5.404285714285713,0.19571428571428662,-1.0,5,0.05109489051095212,False,,,4.0,3.0,STOP_OR_TRAILING,2026-05
8h,8H_DONCHIAN_ACT4_ATR3,ALCX/USDT,LONG,2026-05-10 16:00:00+00:00,2026-05-11 00:00:00+00:00,5.69,5.488571428571429,5.488571428571429,5.488571428571429,0.20142857142857107,-1.0,1,0.04964539007092102,False,,,4.0,3.0,STOP_OR_TRAILING,2026-05
8h,8H_DONCHIAN_ACT4_ATR3,ALGO/USDT,LONG,2025-07-17 16:00:00+00:00,2025-07-23 08:00:00+00:00,0.3185,0.2746,0.2746,0.2746,0.043899999999999995,-1.0,17,0.39863325740318944,False,,,4.0,3.0,STOP_OR_TRAILING,2025-07
8h,8H_DONCHIAN_ACT4_ATR3,ALGO/USDT,SHORT,2025-08-01 00:00:00+00:00,2025-08-07 16:00:00+00:00,0.2407,0.2637714285714286,0.2637714285714286,0.2637714285714286,0.023071428571428604,-1.0,20,0.7498452012383895,False,,,4.0,3.0,STOP_OR_TRAILING,2025-08
8h,8H_DONCHIAN_ACT4_ATR3,ALGO/USDT,LONG,2025-08-09 00:00:00+00:00,2025-08-11 16:00:00+00:00,0.2723,0.2521857142857143,0.2521857142857143,0.2521857142857143,0.020114285714285696,-1.0,8,0.4026988636363638,False,,,4.0,3.0,STOP_OR_TRAILING,2025-08
8h,8H_DONCHIAN_ACT4_ATR3,ALGO/USDT,SHORT,2025-08-19 08:00:00+00:00,2025-08-22 08:00:00+00:00,0.2423,0.2636428571428571,0.2636428571428571,0.2636428571428571,0.021342857142857136,-1.0,9,0.28580990629183384,False,,,4.0,3.0,STOP_OR_TRAILING,2025-08
8h,8H_DONCHIAN_ACT4_ATR3,ALGO/USDT,LONG,2025-08-24 16:00:00+00:00,2025-08-25 16:00:00+00:00,0.2716,0.2505,0.2505,0.2505,0.021100000000000008,-1.0,3,0.13744075829383945,False,,,4.0,3.0,STOP_OR_TRAILING,2025-08
8h,8H_DONCHIAN_ACT4_ATR3,ALGO/USDT,SHORT,2025-08-29 08:00:00+00:00,2025-09-13 08:00:00+00:00,0.2349,0.2563142857142857,0.2563142857142857,0.2563142857142857,0.02141428571428572,-1.0,45,0.6117411607738491,False,,,4.0,3.0,STOP_OR_TRAILING,2025-09
