lookback,top_k,bottom_k,rebalance,filter_long,filter_short,cagr,max_dd,sharpe,calmar,total_return,n_periods,avg_turnover,avg_long_ret,avg_short_ret,yr_2020,yr_2021,yr_2022,yr_2023,yr_2024,yr_2025,yr_2026
20,5,20,biweekly,ema200_above,ema200_below,3.19,-41.52,0.454,0.077,24.96,116,83.4,0.131,1.22,9.65,3.07,1.67,4.33,17.42,28.4,-33.97
20,10,5,weekly,none,none,10.02,-49.35,0.443,0.203,83.36,328,71.0,1.16,-0.156,26.52,42.96,-20.43,31.5,22.86,-13.59,-9.46
20,10,5,weekly,none,ema200_below,1.52,-51.19,0.233,0.03,9.28,310,70.5,0.654,-0.095,26.05,32.06,-27.73,7.18,10.64,-16.45,-7.79
20,10,5,weekly,ema200_above,none,20.14,-51.26,0.753,0.393,218.24,244,71.5,1.149,0.5,46.4,14.23,15.66,48.6,49.12,-8.05,-19.89
20,10,5,weekly,ema200_above,ema200_below,13.62,-40.32,0.655,0.338,121.24,226,70.7,0.433,0.803,39.8,4.45,8.33,29.04,35.15,-11.19,-12.41
20,10,5,biweekly,none,none,50.57,-43.73,1.503,1.156,1196.97,163,84.9,2.783,1.43,8.18,434.83,-12.69,1.25,83.17,34.79,0.52
20,10,5,biweekly,none,ema200_below,25.41,-44.77,1.199,0.568,315.26,155,84.2,1.337,1.284,2.91,125.79,-19.68,3.61,70.56,29.36,-4.4
20,10,5,biweekly,ema200_above,none,58.75,-30.42,1.936,1.931,1488.28,121,85.0,3.272,2.493,7.48,363.41,14.05,22.11,68.17,39.45,-4.22
20,10,5,biweekly,ema200_above,ema200_below,35.08,-30.42,1.876,1.153,514.28,113,84.2,1.282,2.742,0.44,96.99,7.4,31.34,61.81,33.78,-1.23
20,10,10,weekly,none,none,12.25,-44.21,0.479,0.277,106.03,328,68.2,1.16,-0.221,18.68,92.42,-21.8,-1.55,33.16,2.13,-13.7
20,10,10,weekly,none,ema200_below,-0.39,-46.56,0.15,-0.008,-2.49,294,68.7,0.338,0.058,22.19,30.83,-23.65,-11.58,1.02,4.12,-14.01
20,10,10,weekly,ema200_above,none,23.16,-37.62,0.864,0.616,268.44,244,68.7,1.149,0.455,36.67,49.42,4.6,12.98,61.86,11.06,-14.94
20,10,10,weekly,ema200_above,ema200_below,11.25,-25.32,0.638,0.444,88.95,211,69.5,0.046,0.979,36.84,5.94,3.16,1.77,23.81,13.15,-11.45
20,10,10,biweekly,none,none,33.94,-44.52,1.217,0.762,521.48,163,83.2,2.783,0.324,4.97,324.33,-23.06,-0.68,72.2,23.93,-15.52
20,10,10,biweekly,none,ema200_below,12.32,-46.33,0.744,0.266,93.37,147,83.9,1.633,-0.114,22.02,73.27,-25.0,-12.88,42.62,24.89,-16.74
20,10,10,biweekly,ema200_above,none,50.05,-22.03,1.83,2.272,1041.89,121,83.2,3.272,1.776,5.84,277.99,13.14,14.19,64.4,39.75,-6.15
20,10,10,biweekly,ema200_above,ema200_below,22.59,-22.3,1.491,1.013,230.0,106,83.8,1.02,1.893,12.87,35.05,10.52,-0.02,39.92,40.85,-4.34
20,10,15,weekly,none,none,4.75,-51.85,0.303,0.092,33.03,327,66.4,1.208,-0.558,13.08,112.92,-23.27,-16.51,22.37,-6.91,-23.97
20,10,15,weekly,none,ema200_below,-8.14,-62.5,-0.168,-0.13,-44.21,278,67.6,0.414,-0.423,18.54,17.39,-24.28,-19.08,-2.72,-5.96,-24.35
20,10,15,weekly,ema200_above,none,18.62,-29.95,0.753,0.622,185.49,243,67.2,1.214,0.145,25.32,66.95,5.77,-4.12,47.92,5.42,-16.11
20,10,15,weekly,ema200_above,ema200_below,3.87,-25.04,0.327,0.154,22.6,197,68.6,-0.189,0.8,22.62,-3.5,5.07,-7.24,18.09,6.44,-14.4
20,10,15,biweekly,none,none,25.45,-52.58,1.006,0.484,311.32,163,81.2,2.783,-0.21,3.78,312.02,-36.23,-14.18,46.76,36.26,-12.66
20,10,15,biweekly,none,ema200_below,4.58,-52.24,0.4,0.088,24.86,141,82.3,1.103,-0.209,19.0,36.13,-36.74,-10.4,23.82,35.21,-14.26
20,10,15,biweekly,ema200_above,none,44.57,-19.67,1.709,2.266,816.5,121,81.7,3.272,1.374,7.16,253.3,11.42,-4.82,43.86,61.06,-3.99
20,10,15,biweekly,ema200_above,ema200_below,16.52,-22.61,1.288,0.731,145.81,101,82.3,0.161,2.213,10.97,3.52,10.34,-1.34,22.72,59.84,-3.49
20,10,20,weekly,none,none,-0.11,-59.46,0.18,-0.002,-1.51,326,63.8,1.191,-0.729,5.86,104.13,-23.79,-18.84,19.14,-11.92,-29.2
20,10,20,weekly,none,ema200_below,-10.29,-66.21,-0.254,-0.155,-51.12,268,66.4,0.209,-0.333,13.95,16.98,-25.45,-13.58,-2.52,-13.63,-29.52
20,10,20,weekly,ema200_above,none,12.63,-32.27,0.585,0.391,109.42,243,64.9,1.214,-0.117,14.11,60.78,5.74,-9.46,42.95,4.31,-22.24
20,10,20,weekly,ema200_above,ema200_below,0.82,-31.9,0.206,0.026,6.07,194,67.0,-0.236,0.688,14.43,-3.84,4.79,-3.7,17.33,2.16,-21.32
20,10,20,biweekly,none,none,18.25,-49.09,0.785,0.372,170.92,162,79.1,3.038,-0.973,2.96,245.46,-32.87,-16.69,36.4,26.3,-17.87
20,10,20,biweekly,none,ema200_below,-1.72,-49.47,0.075,-0.035,-13.54,135,81.9,0.544,-0.177,6.45,15.76,-33.7,-8.91,21.32,24.46,-20.08
20,10,20,biweekly,ema200_above,none,33.71,-20.41,1.399,1.652,476.26,121,79.6,3.272,0.601,1.01,193.2,11.76,-8.79,34.67,54.68,-10.66
20,10,20,biweekly,ema200_above,ema200_below,9.78,-24.14,0.891,0.405,75.14,99,80.8,-0.031,1.75,7.98,-12.53,10.59,-0.57,20.96,52.36,-11.63
20,15,5,weekly,none,none,6.82,-54.82,0.37,0.124,49.92,327,69.3,1.002,-0.207,38.78,10.72,-20.21,43.92,11.68,-25.49,2.82
20,15,5,weekly,none,ema200_below,-2.23,-58.2,0.107,-0.038,-13.37,310,68.8,0.444,-0.095,32.71,2.07,-27.47,17.0,0.07,-27.98,4.87
20,15,5,weekly,ema200_above,none,13.72,-44.57,0.666,0.308,118.66,207,69.6,1.327,0.084,32.75,-3.79,6.36,20.34,41.44,-7.83,0.99
20,15,5,weekly,ema200_above,ema200_below,7.61,-32.54,0.525,0.234,58.23,190,69.0,0.445,0.539,29.29,-11.84,5.57,5.39,27.61,-12.19,8.97
20,15,5,biweekly,none,none,55.97,-41.95,1.749,1.334,1502.24,163,83.1,2.899,1.43,21.72,480.69,-3.13,4.69,78.29,24.08,-0.35
20,15,5,biweekly,none,ema200_below,24.88,-41.55,1.262,0.599,301.46,155,82.6,1.196,1.284,8.73,106.22,-10.82,7.06,64.66,18.99,-5.27
20,15,5,biweekly,ema200_above,none,57.01,-29.12,2.247,1.958,1376.9,107,82.0,4.039,2.081,11.24,366.97,10.86,11.61,61.43,37.71,2.1
20,15,5,biweekly,ema200_above,ema200_below,28.81,-29.12,1.92,0.989,360.13,99,81.1,1.459,2.357,-0.36,65.93,7.42,20.53,54.29,32.13,3.14
20,15,10,weekly,none,none,8.85,-43.03,0.416,0.206,70.17,327,66.6,1.002,-0.266,29.09,47.85,-21.5,7.84,21.07,-11.43,-1.94
20,15,10,weekly,none,ema200_below,-3.02,-49.11,0.027,-0.061,-16.96,294,67.3,0.173,0.058,24.1,9.3,-23.36,-2.68,-7.54,-9.7,-2.19
20,15,10,weekly,ema200_above,none,17.61,-28.37,0.85,0.621,168.04,207,66.9,1.327,0.084,26.83,24.95,-0.01,-5.75,52.28,19.99,-3.63
20,15,10,weekly,ema200_above,ema200_below,5.77,-27.57,0.514,0.209,44.51,175,68.1,0.052,0.748,18.52,-4.32,1.15,-14.78,17.62,20.35,0.38
20,15,10,biweekly,none,none,38.99,-40.25,1.496,0.969,676.23,163,81.4,2.899,0.324,17.87,362.16,-14.98,3.15,67.45,15.47,-16.38
20,15,10,biweekly,none,ema200_below,10.79,-41.26,0.752,0.262,80.92,147,82.4,1.429,-0.114,23.66,55.39,-17.08,-9.61,36.29,16.36,-17.6
20,15,10,biweekly,ema200_above,none,48.68,-15.57,2.228,3.126,973.7,107,80.3,4.039,1.252,9.66,288.23,7.12,5.57,57.8,40.67,-1.27
20,15,10,biweekly,ema200_above,ema200_below,18.7,-15.87,1.601,1.179,171.84,92,81.3,1.425,1.309,8.67,33.13,5.46,-6.61,32.07,41.75,-0.85
20,15,15,weekly,none,none,1.59,-54.26,0.204,0.029,10.17,327,64.7,1.002,-0.558,22.93,63.2,-22.97,-8.43,11.2,-19.2,-13.22
20,15,15,weekly,none,ema200_below,-10.2,-64.31,-0.334,-0.159,-50.51,278,66.4,0.266,-0.423,18.14,3.09,-23.97,-11.36,-11.42,-18.35,-13.63
20,15,15,weekly,ema200_above,none,14.88,-28.96,0.792,0.514,133.1,207,65.3,1.327,-0.102,19.57,38.54,0.42,-17.7,42.88,22.07,-4.24
20,15,15,weekly,ema200_above,ema200_below,2.69,-33.84,0.289,0.08,14.07,163,67.3,-0.145,0.655,15.47,-7.39,1.58,-20.45,13.07,21.92,-2.39
20,15,15,biweekly,none,none,30.47,-47.73,1.273,0.638,420.64,163,79.4,2.899,-0.21,16.34,352.43,-29.58,-10.73,42.91,27.48,-13.5
20,15,15,biweekly,none,ema200_below,4.19,-47.82,0.403,0.088,24.3,141,80.9,0.988,-0.209,18.06,30.11,-30.13,-6.92,20.17,26.42,-15.11
20,15,15,biweekly,ema200_above,none,43.23,-15.17,2.105,2.85,761.29,107,78.9,4.039,0.777,10.99,265.17,5.92,-9.67,38.34,54.73,1.83
20,15,15,biweekly,ema200_above,ema200_below,14.31,-16.67,1.447,0.858,118.77,87,80.0,0.722,1.58,7.69,10.44,4.02,-6.8,17.53,53.58,2.06
20,15,20,weekly,none,none,-3.17,-61.4,0.054,-0.052,-18.33,326,62.1,0.983,-0.729,14.44,56.65,-23.41,-10.94,8.26,-23.53,-19.15
20,15,20,weekly,none,ema200_below,-12.27,-67.58,-0.44,-0.182,-56.59,268,65.5,0.058,-0.333,12.74,2.79,-25.07,-5.35,-10.6,-25.03,-19.48
20,15,20,weekly,ema200_above,none,9.31,-31.5,0.568,0.295,73.23,207,62.9,1.327,-0.393,8.54,35.96,-0.08,-20.84,36.78,15.29,-7.67
20,15,20,weekly,ema200_above,ema200_below,0.03,-31.97,0.143,0.001,0.61,160,65.6,-0.173,0.52,9.18,-6.84,-0.22,-16.68,12.74,11.92,-6.11
20,15,20,biweekly,none,none,22.77,-43.38,1.017,0.525,247.51,162,77.2,3.164,-0.973,13.32,281.19,-25.94,-13.25,32.85,18.21,-18.64
20,15,20,biweekly,none,ema200_below,-1.52,-43.95,0.044,-0.035,-10.86,135,80.7,0.478,-0.177,8.13,11.83,-26.83,-5.33,17.81,16.45,-20.84
20,15,20,biweekly,ema200_above,none,32.85,-15.76,1.705,2.084,450.6,107,76.7,4.039,-0.075,4.49,204.59,4.92,-12.77,29.48,46.19,-1.96
20,15,20,biweekly,ema200_above,ema200_below,8.19,-18.13,0.961,0.452,60.06,85,78.5,0.536,1.062,4.7,-5.77,2.52,-5.77,15.87,44.05,-2.03
20,20,5,weekly,none,none,3.32,-49.25,0.285,0.068,22.21,326,67.9,0.804,-0.182,35.29,-5.03,-20.36,31.93,4.93,-17.88,5.39
20,20,5,weekly,none,ema200_below,-4.66,-55.0,0.007,-0.085,-26.14,309,67.6,0.282,-0.07,30.6,-8.23,-27.65,7.04,-6.13,-20.63,7.44
20,20,5,weekly,ema200_above,none,10.46,-44.75,0.671,0.234,90.55,172,70.0,1.662,-0.256,11.4,-13.46,0.38,13.42,70.0,-7.35,3.29
20,20,5,weekly,ema200_above,ema200_below,8.21,-32.0,0.591,0.257,55.61,155,70.0,0.713,0.355,14.89,-12.79,0.64,-0.9,61.11,-11.72,11.45
20,20,5,biweekly,none,none,50.39,-41.36,1.712,1.218,1117.14,162,81.8,2.74,1.173,21.85,326.53,-3.02,1.45,67.84,32.28,9.29
20,20,5,biweekly,none,ema200_below,21.7,-41.51,1.165,0.523,229.69,154,81.4,1.165,1.017,10.21,61.71,-10.74,3.7,54.66,26.89,3.81
20,20,5,biweekly,ema200_above,none,55.97,-28.72,2.715,1.949,1146.56,87,82.9,4.201,2.6,17.74,268.1,9.05,15.6,97.03,13.51,7.19
20,20,5,biweekly,ema200_above,ema200_below,28.32,-28.72,2.511,0.986,328.64,79,82.4,1.31,3.02,1.13,44.3,7.05,18.82,87.95,8.94,8.27
20,20,10,weekly,none,none,5.24,-44.1,0.314,0.119,36.35,326,65.2,0.804,-0.246,26.43,26.07,-21.72,-1.29,13.67,-2.28,0.49
20,20,10,weekly,none,ema200_below,-4.58,-53.57,-0.065,-0.085,-24.88,294,66.0,0.075,0.058,20.06,4.09,-23.59,-11.34,-11.6,-0.37,0.18
20,20,10,weekly,ema200_above,none,17.57,-28.22,1.002,0.622,158.88,172,67.2,1.662,-0.123,15.24,17.14,-3.8,-8.85,71.69,23.66,2.15
20,20,10,weekly,ema200_above,ema200_below,8.51,-28.95,0.731,0.294,57.35,142,68.6,0.339,0.659,10.19,-0.01,-1.52,-17.68,35.65,24.03,6.1
20,20,10,biweekly,none,none,34.09,-39.19,1.466,0.87,495.79,162,80.1,2.74,0.071,18.89,240.51,-14.95,0.04,57.57,22.88,-8.33
20,20,10,biweekly,none,ema200_below,9.0,-40.41,0.703,0.223,65.89,147,81.0,1.261,-0.114,18.42,37.4,-17.06,-12.37,28.83,23.79,-9.74
20,20,10,biweekly,ema200_above,none,49.01,-11.65,2.877,4.206,883.43,87,81.1,4.201,1.804,14.49,219.26,5.45,7.91,78.61,29.99,4.15
20,20,10,biweekly,ema200_above,ema200_below,19.49,-15.83,2.297,1.231,179.76,74,82.1,1.551,1.714,3.14,32.15,4.61,-6.37,50.11,30.98,4.59
20,20,15,weekly,none,none,-1.92,-53.56,0.071,-0.036,-11.43,326,63.4,0.804,-0.537,19.41,39.46,-23.19,-16.15,4.39,-10.86,-11.19
20,20,15,weekly,none,ema200_below,-11.42,-62.96,-0.456,-0.181,-54.18,278,65.2,0.18,-0.423,13.6,-0.48,-24.2,-19.07,-14.69,-9.92,-11.61
20,20,15,weekly,ema200_above,none,14.92,-29.01,0.938,0.514,124.06,172,65.5,1.662,-0.345,15.1,29.44,-2.88,-16.93,53.86,21.52,0.04
20,20,15,weekly,ema200_above,ema200_below,4.17,-32.83,0.529,0.127,29.32,131,67.9,0.191,0.528,6.48,-4.45,-1.43,-19.62,25.45,21.39,2.07
20,20,15,biweekly,none,none,25.71,-48.5,1.219,0.53,301.43,162,78.2,2.74,-0.458,16.89,233.82,-29.66,-13.33,34.42,35.49,-5.26
20,20,15,biweekly,none,ema200_below,3.75,-48.56,0.396,0.077,22.72,141,79.5,0.928,-0.209,13.54,22.81,-30.18,-9.75,14.31,34.38,-7.02
20,20,15,biweekly,ema200_above,none,42.26,-11.81,2.665,3.578,653.16,87,79.5,4.201,1.126,14.86,199.45,4.73,-5.52,52.73,40.9,5.02
20,20,15,biweekly,ema200_above,ema200_below,15.94,-14.69,2.122,1.085,122.81,69,80.7,0.754,2.0,6.95,9.49,3.71,-4.25,31.19,39.86,5.44
20,20,20,weekly,none,none,-6.56,-60.71,-0.099,-0.108,-34.56,326,60.7,0.804,-0.729,11.16,33.11,-23.61,-18.46,1.59,-15.5,-17.16
20,20,20,weekly,none,ema200_below,-13.27,-66.2,-0.575,-0.201,-59.27,268,64.5,-0.023,-0.333,9.42,-0.79,-25.27,-13.55,-13.86,-17.16,-17.48
20,20,20,weekly,ema200_above,none,11.76,-29.66,0.766,0.396,89.01,172,63.3,1.662,-0.546,6.34,24.85,-2.79,-18.87,49.23,24.97,-2.11
20,20,20,weekly,ema200_above,ema200_below,3.84,-30.8,0.524,0.125,27.67,129,66.0,0.126,0.565,2.86,-4.64,-1.94,-16.03,25.68,21.43,-0.08
20,20,20,biweekly,none,none,17.4,-44.85,0.918,0.388,167.36,162,75.8,2.74,-0.973,9.78,180.24,-25.98,-15.76,24.83,25.84,-10.67
20,20,20,biweekly,none,ema200_below,-1.27,-43.57,0.05,-0.029,-8.18,135,79.7,0.476,-0.177,6.07,6.95,-26.86,-8.14,12.49,23.98,-13.03
20,20,20,biweekly,ema200_above,none,34.24,-12.1,2.245,2.83,436.52,87,77.7,4.201,0.322,9.04,149.43,4.1,-8.58,43.16,44.3,2.78
20,20,20,biweekly,ema200_above,ema200_below,12.22,-13.87,1.868,0.881,89.16,67,79.7,0.576,1.728,4.99,-5.14,3.16,-2.84,29.09,42.21,2.65
30,5,5,weekly,none,none,13.3,-60.77,0.479,0.219,118.84,329,63.9,1.542,-0.325,30.03,100.05,-19.16,-13.35,12.48,23.1,-13.08
30,5,5,weekly,none,ema200_below,0.79,-64.12,0.246,0.012,5.0,308,63.9,0.965,-0.332,27.87,10.26,-15.89,-20.07,-0.79,24.11,-10.01
30,5,5,weekly,ema200_above,none,10.03,-51.08,0.454,0.196,81.97,289,64.4,1.121,0.084,33.33,66.4,-6.68,-6.77,-0.7,21.85,-21.92
30,5,5,weekly,ema200_above,ema200_below,-2.43,-59.9,0.177,-0.041,-13.95,268,64.4,0.42,0.101,30.0,-8.1,-3.86,-14.01,-12.44,22.79,-19.21
30,5,5,biweekly,none,none,4.89,-75.62,0.486,0.065,33.93,164,79.1,2.721,-1.153,7.3,101.08,-40.74,-28.14,27.53,64.43,-30.07
30,5,5,biweekly,none,ema200_below,6.67,-77.36,0.504,0.086,36.34,153,78.8,2.672,-1.071,10.67,143.92,-40.97,-29.5,18.34,60.23,-30.09
30,5,5,biweekly,ema200_above,none,10.24,-55.01,0.656,0.186,82.79,143,79.7,1.861,0.254,16.05,81.63,12.61,-23.77,1.3,34.38,-25.35
30,5,5,biweekly,ema200_above,ema200_below,11.19,-59.76,0.698,0.187,88.38,132,79.3,1.749,0.467,11.52,120.23,12.17,-25.18,-6.02,30.94,-25.37
30,5,10,weekly,none,none,16.45,-57.24,0.523,0.287,158.09,326,61.5,1.629,-0.357,37.2,189.31,-10.28,-21.66,7.99,13.78,-24.7
30,5,10,weekly,none,ema200_below,-1.67,-67.79,0.128,-0.025,-16.78,290,62.5,0.759,-0.366,35.16,43.97,-11.9,-34.86,-1.23,12.25,-27.26
30,5,10,weekly,ema200_above,none,10.75,-56.41,0.461,0.191,89.42,286,62.3,1.21,-0.025,30.04,141.84,-2.68,-14.71,-4.79,12.02,-32.16
30,5,10,weekly,ema200_above,ema200_below,-7.27,-67.1,-0.023,-0.108,-39.2,250,63.5,0.139,0.014,23.16,20.44,-4.42,-29.08,-12.94,10.52,-34.67
30,5,10,biweekly,none,none,14.15,-63.71,0.677,0.222,110.64,162,76.4,3.168,-1.242,22.85,117.34,-34.03,-30.61,53.82,89.51,-36.49
30,5,10,biweekly,none,ema200_below,3.46,-68.35,0.37,0.051,14.81,146,76.7,1.667,-0.6,20.44,33.46,-35.49,-33.72,51.04,90.29,-37.56
30,5,10,biweekly,ema200_above,none,17.04,-47.43,0.832,0.359,159.79,141,77.0,2.378,0.048,22.95,96.33,6.37,-21.12,21.2,54.29,-31.93
30,5,10,biweekly,ema200_above,ema200_below,5.95,-47.52,0.526,0.125,41.65,125,77.3,0.524,0.962,21.53,20.56,3.99,-24.67,19.01,54.88,-33.05
30,5,15,weekly,none,none,10.98,-59.88,0.416,0.183,80.31,325,59.3,1.766,-0.733,41.4,159.02,-13.15,-24.36,14.94,4.15,-33.73
30,5,15,weekly,none,ema200_below,-7.91,-70.57,-0.052,-0.112,-43.37,275,61.5,0.692,-0.591,22.89,33.4,-14.79,-33.34,-4.37,3.95,-35.22
30,5,15,weekly,ema200_above,none,5.4,-58.93,0.345,0.092,33.41,285,60.0,1.363,-0.443,27.35,123.77,-5.79,-18.2,2.02,2.68,-40.17
30,5,15,weekly,ema200_above,ema200_below,-12.86,-70.05,-0.227,-0.184,-57.92,235,62.8,0.017,-0.207,9.85,15.46,-6.65,-27.92,-15.16,2.49,-41.6
30,5,15,biweekly,none,none,11.22,-67.64,0.601,0.166,82.38,162,74.7,3.168,-1.46,21.25,104.82,-40.24,-31.07,68.23,94.58,-42.45
30,5,15,biweekly,none,ema200_below,-0.78,-68.54,0.202,-0.011,-9.85,138,76.0,1.579,-0.913,13.61,24.54,-41.31,-32.81,53.27,95.03,-42.88
30,5,15,biweekly,ema200_above,none,14.08,-45.03,0.745,0.313,122.13,141,75.4,2.378,-0.2,18.34,84.66,1.81,-23.46,32.49,58.14,-38.06
30,5,15,biweekly,ema200_above,ema200_below,0.63,-45.29,0.334,0.014,7.38,117,77.1,0.309,0.699,5.43,12.25,-0.02,-25.41,20.71,58.53,-38.52
30,5,20,weekly,none,none,5.5,-63.74,0.338,0.086,39.72,324,57.1,1.773,-0.913,43.52,130.17,-23.87,-26.51,20.66,-0.99,-36.91
30,5,20,weekly,none,ema200_below,-12.11,-74.55,-0.163,-0.162,-54.89,267,60.5,0.489,-0.571,15.11,32.83,-24.28,-34.06,-0.39,-3.83,-38.49
30,5,20,weekly,ema200_above,none,2.07,-61.41,0.28,0.034,10.29,285,57.8,1.363,-0.595,29.4,97.95,-6.08,-20.82,7.17,-2.5,-43.11
30,5,20,weekly,ema200_above,ema200_below,-16.61,-73.15,-0.313,-0.227,-63.82,229,61.7,-0.173,-0.166,2.09,13.53,-6.58,-28.96,-11.51,-5.28,-44.66
30,5,20,biweekly,none,none,11.95,-63.77,0.636,0.187,94.8,161,72.2,3.19,-1.444,37.97,80.17,-35.79,-29.3,61.08,94.01,-43.35
30,5,20,biweekly,none,ema200_below,-2.97,-65.88,0.112,-0.045,-18.93,134,74.7,1.08,-0.62,4.72,18.0,-37.5,-32.71,52.36,86.55,-43.71
30,5,20,biweekly,ema200_above,none,12.21,-44.32,0.692,0.276,101.56,141,72.9,2.378,-0.373,28.51,62.19,2.8,-23.58,27.33,57.18,-38.95
30,5,20,biweekly,ema200_above,ema200_below,-3.78,-45.76,0.128,-0.083,-17.66,115,75.5,-0.195,0.715,-5.82,6.24,0.16,-27.24,20.42,51.1,-39.34
30,10,5,weekly,none,none,2.38,-55.87,0.278,0.043,17.38,326,62.9,1.063,-0.404,8.4,14.35,-22.52,-7.33,2.1,17.11,8.81
30,10,5,weekly,none,ema200_below,-9.32,-71.36,-0.058,-0.131,-45.63,308,62.7,0.432,-0.332,11.29,-39.98,-19.51,-14.24,-11.19,18.1,12.44
30,10,5,weekly,ema200_above,none,9.58,-32.1,0.499,0.298,77.82,242,64.0,0.894,0.204,12.03,1.25,1.27,23.61,11.32,13.6,-3.76
30,10,5,weekly,ema200_above,ema200_below,-3.64,-55.78,0.111,-0.065,-17.19,224,64.1,0.024,0.345,14.97,-46.87,2.92,14.36,-3.16,14.5,0.53
30,10,5,biweekly,none,none,5.8,-67.87,0.467,0.085,31.64,162,77.4,3.066,-1.578,-8.41,206.26,-38.17,-11.41,-5.6,9.13,-10.55
30,10,5,biweekly,none,ema200_below,-6.42,-74.4,0.05,-0.086,-38.25,153,77.2,1.416,-1.071,-10.13,65.68,-38.41,-12.95,-12.51,6.34,-10.59
30,10,5,biweekly,ema200_above,none,17.75,-40.85,0.933,0.434,170.92,121,78.1,3.307,-0.363,-6.71,139.86,11.19,-0.38,-6.97,14.61,-0.11
30,10,5,biweekly,ema200_above,ema200_below,3.45,-48.02,0.523,0.072,26.32,112,78.3,1.087,0.401,-9.87,29.8,10.76,-2.08,-13.77,11.66,0.12
30,10,10,weekly,none,none,6.24,-49.52,0.344,0.126,45.83,326,60.4,1.063,-0.357,16.85,67.52,-13.68,-16.15,-0.47,9.37,-5.43
30,10,10,weekly,none,ema200_below,-8.51,-64.42,-0.179,-0.132,-46.03,290,61.1,0.327,-0.366,17.75,-10.59,-15.27,-28.52,-8.29,7.91,-8.79
30,10,10,weekly,ema200_above,none,12.75,-25.4,0.587,0.502,111.73,242,62.2,0.894,0.234,14.09,44.8,1.66,7.26,8.87,19.22,-12.36
30,10,10,weekly,ema200_above,ema200_below,-2.61,-43.67,0.042,-0.06,-14.21,207,63.3,-0.359,0.601,16.22,-22.72,0.1,-8.59,0.33,17.61,-11.93
30,10,10,biweekly,none,none,14.12,-56.56,0.66,0.25,113.52,162,74.5,3.066,-1.242,-3.67,223.94,-31.31,-14.65,20.81,25.54,-18.56
30,10,10,biweekly,none,ema200_below,-3.64,-58.51,0.015,-0.062,-24.82,146,75.2,0.853,-0.6,0.26,20.37,-32.86,-18.24,18.88,26.05,-19.85
30,10,10,biweekly,ema200_above,none,28.41,-27.22,1.257,1.044,355.63,121,75.8,3.307,0.16,-4.35,153.87,7.55,0.68,18.0,48.11,-3.86
30,10,10,biweekly,ema200_above,ema200_below,8.99,-27.38,0.778,0.328,65.62,105,76.3,0.285,1.308,4.66,-5.68,5.18,-3.56,16.1,48.59,-5.67
30,10,15,weekly,none,none,1.45,-51.78,0.201,0.028,4.77,325,58.1,1.198,-0.733,18.52,51.35,-16.34,-19.01,7.06,0.65,-16.5
30,10,15,weekly,none,ema200_below,-13.38,-67.33,-0.421,-0.199,-60.74,275,60.2,0.275,-0.591,6.38,-8.52,-18.01,-25.71,-15.62,0.44,-18.42
30,10,15,weekly,ema200_above,none,7.94,-29.39,0.452,0.27,62.78,242,59.8,0.894,-0.019,12.56,35.71,-1.44,-0.9,18.13,3.99,-13.85
30,10,15,weekly,ema200_above,ema200_below,-7.03,-47.68,-0.211,-0.148,-34.75,194,62.3,-0.495,0.429,9.25,-17.04,-3.35,-9.11,-6.9,3.75,-14.14
30,10,15,biweekly,none,none,11.79,-56.31,0.602,0.209,91.09,162,72.9,3.066,-1.46,-4.92,211.07,-38.03,-14.97,33.9,28.93,-26.05
30,10,15,biweekly,none,ema200_below,-7.88,-56.73,-0.289,-0.139,-42.12,138,74.4,0.676,-0.913,-1.43,9.45,-39.15,-17.01,16.57,29.27,-26.59
30,10,15,biweekly,ema200_above,none,27.5,-22.18,1.253,1.24,336.38,121,74.0,3.307,0.016,-3.4,144.87,5.65,-3.78,30.83,45.26,-7.32
30,10,15,biweekly,ema200_above,ema200_below,5.63,-26.59,0.618,0.212,38.42,99,75.2,0.029,1.17,4.55,-12.23,4.01,-6.09,13.88,45.64,-8.42
30,10,20,weekly,none,none,-3.58,-56.2,0.079,-0.064,-20.37,324,56.0,1.195,-0.913,20.93,34.35,-26.67,-21.39,12.07,-4.27,-20.58
30,10,20,weekly,none,ema200_below,-16.34,-71.01,-0.553,-0.23,-66.92,267,59.2,0.101,-0.571,6.82,-8.8,-27.09,-26.49,-11.81,-6.94,-22.63
30,10,20,weekly,ema200_above,none,4.85,-28.98,0.357,0.167,36.85,242,57.7,0.894,-0.185,14.44,20.43,-3.38,-4.72,23.85,2.16,-17.29
30,10,20,weekly,ema200_above,ema200_below,-8.22,-49.81,-0.287,-0.165,-38.34,193,60.8,-0.466,0.318,10.28,-18.2,-4.31,-10.91,-2.51,-0.7,-17.41
30,10,20,biweekly,none,none,12.46,-51.16,0.635,0.244,100.39,161,70.4,3.07,-1.444,8.38,174.93,-33.42,-12.81,27.63,27.79,-27.17
30,10,20,biweekly,none,ema200_below,-8.62,-55.5,-0.376,-0.155,-43.88,134,73.3,0.273,-0.62,-0.52,3.5,-35.24,-16.71,16.43,22.92,-27.61
30,10,20,biweekly,ema200_above,none,25.77,-19.03,1.221,1.354,301.75,121,71.8,3.307,-0.167,5.97,117.16,5.35,-3.59,25.17,47.62,-9.61
30,10,20,biweekly,ema200_above,ema200_below,3.48,-30.13,0.475,0.116,23.45,99,73.7,0.029,0.888,6.24,-16.83,2.62,-7.9,14.21,41.94,-10.43
